Name,Year,Fuel_Type,Price
Ford Endeavour Hurricane Limited Edition,2008,Diesel,4.24
Toyota Fortuner 4x4 MT,2017,Diesel,28.42
Volkswagen Polo Diesel Comfortline 1.2L,2012,Diesel,2.75
Maruti Ritz VDi,2011,Diesel,3.0
Nissan Micra Diesel XV Premium,2013,Diesel,3.55
Hyundai Verna 1.6 SX,2013,Diesel,4.8
BMW 5 Series 2003-2012 523i,2011,Petrol,13.5
Mercedes-Benz GLS 350d 4MATIC,2017,Diesel,56.0
Honda CR-V 2.4L 4WD AT,2004,Petrol,3.99
Hyundai Creta 1.6 CRDi AT SX Plus,2016,Diesel,15.5
Hyundai i10 Era,2010,Petrol,2.32
Mercedes-Benz A Class A200 CDI Sport,2016,Diesel,18.58
Maruti Ertiga VXI,2014,Petrol,5.5
Skoda Octavia Classic 1.9 TDI MT,2006,Diesel,3.2
Honda Amaze VX i-Vtech,2015,Petrol,4.0
Maruti Zen LXi BSII,2004,Petrol,1.6
Maruti SX4 ZXI MT BSIV,2013,Petrol,4.15
Honda Brio VX AT,2014,Petrol,4.25
Maruti Wagon R VXI,2011,Petrol,2.6
Toyota Camry A/T,2008,Petrol,3.43
Chevrolet Beat LS,2012,Petrol,2.55
Toyota Fortuner 4x4 AT,2017,Diesel,32.0
Ford Ecosport 1.5 DV5 MT Titanium Optional,2014,Diesel,6.25
Maruti Swift Vdi BSIII,2010,Diesel,3.6
Mercedes-Benz S Class 2005 2013 S 350 CDI,2010,Diesel,18.5
Honda Mobilio S i VTEC,2015,Petrol,4.25
Hyundai Grand i10 Sportz,2017,Petrol,4.8
Mahindra XUV500 AT W8 FWD,2015,Diesel,13.0
Skoda Fabia 1.6 MPI Elegance,2012,Petrol,2.25
Hyundai Santro Xing GLS,2009,Petrol,2.3
Hyundai Creta 1.6 SX Plus Dual Tone Petrol,2019,Petrol,13.56
Mahindra Scorpio 1.99 S8,2017,Diesel,12.25
Skoda Rapid 1.6 TDI Ambition,2013,Diesel,3.76
Renault Duster 110PS Diesel RxZ,2015,Diesel,8.58
BMW X5 xDrive 30d,2011,Diesel,27.5
Toyota Etios G,2013,Petrol,4.95
Maruti Wagon R LXI,2012,Petrol,3.3
Hyundai Creta 1.6 SX,2016,Petrol,8.0
Maruti Celerio VXI,2014,Petrol,2.79
Land Rover Range Rover HSE Dynamic,2017,Diesel,45.64
Chevrolet Beat LT,2014,Petrol,2.55
Tata Nano Twist XT,2014,Petrol,1.0
Audi A6 2011-2015 35 TDI Technology,2017,Diesel,37.56
Mercedes-Benz E-Class 280 CDI,2009,Diesel,9.29
Maruti Swift VXI,2019,Petrol,6.37
Fiat Linea T Jet,2013,Petrol,2.98
Maruti Swift VXI Optional,2017,Petrol,5.75
Toyota Fortuner 3.0 Diesel,2010,Diesel,13.0
Maruti Ertiga ZXI,2014,Petrol,6.8
BMW 3 Series 320i Sedan,2010,Petrol,10.49
Maruti Ertiga VXI,2014,Petrol,5.6
Honda City 1.5 V AT,2010,Petrol,2.85
Hyundai Santa Fe 4X4,2013,Diesel,8.36
Tata Indigo LS,2005,Diesel,1.0
Mercedes-Benz E-Class 2009-2013 E 250 Elegance,2010,Petrol,10.75
Maruti Swift Dzire LDi,2011,Diesel,3.85
Ford Fiesta Classic 1.4 Duratorq CLXI,2012,Diesel,3.0
Honda City i VTEC CVT VX,2015,Petrol,9.6
Toyota Fortuner 4x2 Manual,2012,Diesel,13.25
Honda Amaze VX O i VTEC,2016,Petrol,5.75
Hyundai i20 Asta 1.4 CRDi,2014,Diesel,6.75
Chevrolet Enjoy TCDi LTZ 7 Seater,2013,Diesel,4.85
Mercedes-Benz New C-Class Progressive C 200,2019,Petrol,38.99
Maruti SX4 ZXI AT Leather,2009,Petrol,2.85
Toyota Innova 2.5 VX (Diesel) 7 Seater,2012,Diesel,9.51
BMW 5 Series 2003-2012 520d,2012,Diesel,18.5
Renault Duster 110PS Diesel RxZ,2015,Diesel,6.75
BMW X1 sDrive 20d xLine,2017,Diesel,29.4
Honda City ZX GXi,2009,Petrol,3.29
Maruti Ciaz RS ZDi Plus SHVS,2016,Diesel,9.5
Maruti Swift Dzire VXi,2010,Petrol,2.2
Mahindra XUV500 W6 2WD,2012,Diesel,6.5
Honda Civic 2006-2010 1.8 S MT,2007,Petrol,4.9
Maruti Ertiga ZDI,2013,Diesel,6.75
Toyota Etios Liva GD,2013,Diesel,3.8
Audi TT 2.0 TFSI,2013,Petrol,29.5
Skoda Rapid 1.5 TDI Style,2017,Diesel,10.5
Volkswagen Polo 1.5 TDI Highline,2015,Diesel,6.2
Skoda Laura 1.9 TDI AT Elegance,2009,Diesel,5.0
Mahindra Renault Logan 1.5 DLE Diesel,2007,Diesel,2.3
Toyota Innova Crysta 2.8 GX AT,2016,Diesel,17.0
BMW 3 Series 320d Luxury Line,2014,Diesel,25.5
Honda Jazz 1.5 S i DTEC,2015,Diesel,5.65
Honda Amaze VX i-DTEC,2015,Diesel,5.6
Jaguar XF 2.2 Litre Luxury,2015,Diesel,29.98
Maruti Swift Dzire VDI,2016,Diesel,7.39
Jeep Compass 2.0 Limited,2018,Diesel,19.0
Toyota Corolla Altis 1.8 Sport,2010,Petrol,5.0
Honda City 1.5 V MT,2011,Petrol,3.35
Maruti Swift ZXI,2013,Petrol,4.45
Hyundai Verna 1.6 SX CRDI (O) AT,2019,Diesel,8.31
Mahindra Bolero ZLX,2012,Diesel,6.0
Maruti Swift VDI,2014,Diesel,5.25
Audi A6 2011-2015 2.0 TDI Premium Plus,2012,Diesel,12.3
Ford Ikon 1.3 LXi NXt,2004,Petrol,1.5
Volkswagen Polo 1.5 TDI Highline,2018,Diesel,8.12
Mahindra Bolero VLX CRDe,2012,Diesel,6.12
Honda City i DTEC VX Option,2017,Diesel,10.88
Chevrolet Sail Hatchback 1.2 LS,2014,Petrol,3.5
Hyundai i20 1.2 Spotz,2016,Petrol,6.15
BMW X1 sDrive 20d Sportline,2016,Diesel,33.0
BMW X1 sDrive 20d Exclusive,2012,Diesel,13.5
Toyota Fortuner 4x2 AT,2015,Diesel,17.11
Audi Q7 4.2 TDI Quattro Technology,2014,Diesel,29.77
Maruti Ertiga VDI,2013,Diesel,5.95
Hyundai i20 1.2 Magna,2015,Petrol,5.75
Mercedes-Benz S Class 2005 2013 S 350 L,2006,Petrol,19.0
Renault Duster 85PS Diesel RxL,2014,Diesel,4.75
Mahindra Quanto C2,2013,Diesel,3.3
Toyota Fortuner 4x2 AT,2013,Diesel,16.5
BMW X5 2014-2019 xDrive 30d Design Pure Experience 7 Seater,2014,Diesel,44.0
Maruti Swift Dzire VDi,2011,Diesel,4.39
Maruti Swift LDI Optional,2018,Diesel,6.2
Audi A6 2011-2015 35 TFSI Technology,2016,Petrol,24.22
Mitsubishi Pajero 2.8 SFX BSIV Dual Tone,2008,Diesel,5.45
Jaguar XF 2.2 Litre Executive,2016,Diesel,44.0
Toyota Innova Crysta 2.8 ZX AT,2019,Diesel,24.82
Skoda Octavia Ambition 2.0 TDI AT,2015,Diesel,11.69
Toyota Corolla Altis VL AT,2018,Petrol,20.0
Maruti Omni 8 Seater BSII,2010,Petrol,1.45
Mercedes-Benz GLC 220d 4MATIC Style,2018,Diesel,48.5
Volkswagen Vento 1.5 TDI Highline AT,2016,Diesel,9.45
Mahindra XUV500 W10 2WD,2015,Diesel,12.5
Nissan Terrano XL 85 PS,2014,Diesel,6.9
Hyundai Verna 1.6 SX CRDi (O),2012,Diesel,5.8
BMW 5 Series 2013-2017 530d M Sport,2016,Diesel,44.56
Mahindra Scorpio S4 Plus,2015,Diesel,8.5
Hyundai Verna 1.6 CRDi SX,2017,Diesel,10.7
Audi Q7 3.0 TDI Quattro Premium Plus,2009,Diesel,12.0
Chevrolet Aveo U-VA 1.2 LT,2010,Petrol,2.44
Mahindra Bolero ZLX BSIII,2000,Diesel,1.95
Hyundai Xcent 1.2 Kappa S,2014,Petrol,4.35
Toyota Innova Crysta 2.4 GX MT 8S,2017,Diesel,17.5
Hyundai EON Era Plus,2015,Petrol,2.9
Volkswagen Polo Diesel Comfortline 1.2L,2013,Diesel,2.9
Maruti Vitara Brezza ZDi,2016,Diesel,8.9
BMW 3 Series 320d Prestige,2013,Diesel,16.75
Hyundai EON Sportz,2016,Petrol,3.95
Honda City 1.5 S MT,2009,Petrol,2.1
Honda Accord 2.4 MT,2011,Petrol,4.29
Mahindra Xylo E8,2009,Diesel,3.85
BMW 3 Series 320d,2009,Diesel,9.0
Honda City V MT,2013,Petrol,4.5
Mahindra XUV500 W10 2WD,2016,Diesel,12.46
Hyundai i20 Asta 1.4 CRDi,2014,Diesel,4.65
Toyota Fortuner 4x2 Manual,2014,Diesel,20.5
Mahindra Bolero DI BSII,2006,Diesel,2.9
Maruti Esteem Vxi - BSIII,2007,Petrol,1.45
Mini Cooper 5 DOOR D,2016,Diesel,29.5
Audi Q3 35 TDI Quattro Premium,2015,Diesel,25.0
Hyundai i20 Sportz Option,2013,Petrol,3.5
Tata Safari Storme VX Varicor 400,2017,Diesel,11.25
Honda BR-V i-DTEC VX MT,2017,Diesel,10.79
Volkswagen Jetta 2013-2015 2.0L TDI Highline,2013,Diesel,5.9
Hyundai Xcent 1.2 Kappa S Option,2017,Petrol,5.12
Maruti Ignis 1.2 Alpha,2017,Petrol,5.7
BMW 5 Series 2013-2017 520d Luxury Line,2016,Diesel,35.84
Ford Ikon 1.3 CLXi,2007,Petrol,1.25
Hyundai i10 Sportz,2013,Petrol,2.65
Hyundai Verna 1.6 CRDI,2016,Diesel,9.19
BMW 3 Series 320d Highline,2014,Diesel,23.5
Mercedes-Benz E-Class 2009-2013 E200 CGI Blue Efficiency,2011,Petrol,12.5
Chevrolet Beat Option Pack,2010,Petrol,1.5
Mahindra XUV500 W8 2WD,2012,Diesel,8.1
Maruti Ciaz ZDi Plus SHVS,2017,Diesel,9.75
Mercedes-Benz New C-Class C 250 CDI Avantgarde,2017,Diesel,37.93
Honda City ZX CVT,2005,Petrol,1.96
Toyota Fortuner 4x2 4 Speed AT,2015,Diesel,20.5
Maruti Alto K10 VXI,2011,Petrol,2.75
Jaguar XJ 2.0L Portfolio,2017,Petrol,75.0
Hyundai i20 1.4 Magna ABS,2009,Diesel,2.8
Honda BRV i-VTEC V CVT,2017,Petrol,9.25
Toyota Corolla Executive (HE),2007,Petrol,3.0
Audi A6 2011-2015 2.0 TDI Premium Plus,2014,Diesel,23.89
Toyota Innova 2.5 ZX Diesel 7 Seater BSIII,2014,Diesel,12.75
Hyundai Grand i10 CRDi Sportz,2014,Diesel,4.15
Volkswagen Vento IPL II Petrol Highline AT,2013,Petrol,4.65
Toyota Innova 2.5 VX (Diesel) 7 Seater BS IV,2012,Diesel,8.9
Hyundai Verna CRDi SX,2008,Diesel,1.5
Maruti Ritz VDi,2015,Diesel,3.27
Audi Q7 3.0 TDI Quattro Technology,2008,Diesel,18.0
Hyundai i20 Asta Option 1.2,2016,Petrol,6.3
Maruti Vitara Brezza ZDi Plus Dual Tone,2017,Diesel,11.31
Honda City i VTEC S,2014,Petrol,6.16
Maruti Ciaz ZXi,2014,Petrol,6.0
Nissan Sunny XV CVT,2013,Petrol,5.43
Volkswagen Polo Diesel Highline 1.2L,2012,Diesel,4.65
Maruti Ertiga ZDI,2015,Diesel,7.5
Maruti Swift Dzire VDI,2015,Diesel,6.25
Mercedes-Benz New C-Class C 220 CDI Elegance AT,2007,Diesel,9.25
Honda Brio S MT,2013,Petrol,3.15
Hyundai i10 Magna Optional 1.1L,2008,Petrol,2.3
Hyundai Verna 1.6 SX CRDi (O),2012,Diesel,5.25
Maruti Ciaz VDI SHVS,2017,Diesel,7.4
Ford Ikon 1.3 Flair,2006,Petrol,1.55
Volkswagen Polo 1.2 MPI Highline,2017,Petrol,6.0
Honda Jazz 1.2 V i VTEC,2016,Petrol,5.9
Honda Amaze EX i-Dtech,2013,Diesel,4.7
Hyundai i20 Asta 1.4 CRDi,2015,Diesel,6.5
Maruti Ritz VDi,2012,Diesel,3.55
Honda City V MT,2014,Petrol,7.1
Skoda Superb 1.8 TSI MT,2010,Petrol,6.0
Maruti Vitara Brezza LDi Option,2017,Diesel,7.99
Hyundai i20 Asta,2009,Petrol,4.1
Maruti Alto K10 VXI AGS,2017,Petrol,3.95
Hyundai EON Era Plus,2016,Petrol,4.38
Hyundai i10 Sportz,2011,Petrol,2.75
Mercedes-Benz SLK-Class SLK 350,2016,Petrol,55.54
Audi A6 2.0 TDI Design Edition,2014,Diesel,29.0
Ford EcoSport 1.5 TDCi Titanium,2013,Diesel,6.6
Volkswagen Passat Highline DSG,2012,Diesel,6.99
Toyota Innova Crysta 2.4 ZX MT,2017,Diesel,18.75
Ford Figo Diesel ZXI,2010,Diesel,1.28
Chevrolet Aveo 1.4,2006,Petrol,1.2
Maruti Ritz LXi,2013,Petrol,4.31
Land Rover Freelander 2 SE,2011,Diesel,16.5
Hyundai Grand i10 Asta,2017,Petrol,5.64
Ford Endeavour 3.2 Trend AT 4X4,2017,Diesel,31.12
Audi Q5 2008-2012 2.0 TDI,2013,Diesel,25.46
Hyundai Verna 1.6 VTVT,2017,Petrol,7.88
Mercedes-Benz E-Class 2015-2017 E250 CDI Avantgarde,2017,Diesel,36.0
Mercedes-Benz M-Class ML 350 4Matic,2014,Diesel,30.0
Maruti Swift Dzire ZXi,2008,Petrol,2.85
Honda City 1.3 EXI S,2011,Petrol,3.5
Renault Duster 85PS Diesel RxL Optional,2014,Diesel,7.5
Mercedes-Benz New C-Class 220 CDI AT,2012,Diesel,19.0
BMW X5 xDrive 30d Design Pure Experience 5 Seater,2015,Diesel,54.0
Hyundai Xcent 1.2 Kappa SX Option,2015,Petrol,4.7
Maruti Dzire AMT ZXI Plus,2017,Petrol,8.5
BMW 3 Series 320d Corporate Edition,2013,Diesel,17.0
Maruti Alto 800 LXI,2017,Petrol,3.51
Audi A4 2.0 TDI 177 Bhp Premium Plus,2013,Diesel,19.5
Mini Cooper S,2012,Petrol,17.0
Audi Q7 3.0 TDI Quattro Premium Plus,2015,Diesel,43.35
Chevrolet Beat Diesel LT,2012,Diesel,2.65
Maruti Wagon R LXI BS IV,2015,Petrol,3.52
Nissan Terrano XV Premium 110 PS,2016,Diesel,6.25
BMW 3 Series 320d Luxury Plus,2015,Diesel,24.75
Maruti Swift Dzire VXI,2015,Petrol,5.25
Skoda Yeti Elegance 4X2,2016,Diesel,11.0
Ford EcoSport 1.5 Ti VCT AT Titanium,2018,Petrol,9.1
Hyundai i20 1.2 Magna,2010,Petrol,3.25
Maruti S Cross DDiS 200 Sigma Option,2017,Diesel,8.5
Hyundai Verna Transform VTVT,2010,Petrol,3.1
BMW 3 Series 320d Luxury Line,2015,Diesel,19.86
Hyundai Grand i10 1.2 CRDi Magna,2017,Diesel,4.9
Honda City i-VTEC V,2014,Petrol,5.7
Maruti Swift 1.3 VXi,2006,Petrol,1.75
Maruti Swift VDI BSIV,2012,Diesel,2.9
Maruti Baleno Zeta 1.3,2018,Diesel,7.83
Tata Safari Storme 2012-2015 LX,2015,Diesel,8.15
Hyundai Accent GLS,2008,Petrol,2.0
Maruti Swift LDI SP Limited Edition,2016,Diesel,6.25
Tata Nano XTA,2016,Petrol,3.19
Maruti Ertiga VDI,2017,Diesel,7.75
Maruti Celerio VXI AMT,2014,Petrol,3.2
Maruti Swift VDI BSIV,2015,Diesel,4.9
Volkswagen Vento Petrol Highline,2012,Petrol,3.8
Volkswagen Jetta 2007-2011 1.9 Highline TDI,2009,Diesel,4.0
Mini Cooper 5 DOOR D,2014,Diesel,23.5
Tata Indica V2 DLS,2008,Diesel,1.15
Land Rover Range Rover 3.0 D,2008,Diesel,26.5
Honda City i-VTEC CVT VX,2015,Petrol,10.65
Jaguar XF 2.2 Litre Luxury,2016,Diesel,35.68
Mercedes-Benz E-Class 2015-2017 E250 Edition E,2017,Diesel,31.94
Chevrolet Cruze LTZ,2011,Diesel,4.2
Mahindra XUV500 W8 2WD,2015,Diesel,9.9
Mercedes-Benz New C-Class C 200 CGI Avantgarde,2014,Petrol,15.46
Honda Jazz VX,2018,Petrol,8.46
Toyota Etios G,2013,Petrol,3.25
Maruti Alto LXi BSIII,2012,Petrol,2.6
Maruti Swift VXI BSIV,2016,Petrol,5.2
Maruti A-Star Vxi,2009,Petrol,1.8
Tata Nano Lx BSIV,2011,Petrol,1.6
Ford Figo Titanium Diesel,2015,Diesel,2.5
Fiat Linea Emotion,2011,Petrol,2.5
Ford Figo Aspire 1.2 Ti-VCT Trend,2017,Petrol,6.7
Maruti Baleno LXI,2005,Petrol,1.2
BMW 3 Series 320d Luxury Line,2016,Diesel,35.55
Chevrolet Cruze LTZ,2017,Diesel,7.75
Mahindra Scorpio 2.6 DX,2005,Diesel,1.94
Tata Indica V2 eLS,2016,Diesel,2.2
Chevrolet Cruze LTZ AT,2011,Diesel,3.8
Toyota Innova 2.5 V Diesel 8-seater,2016,Diesel,15.65
Mercedes-Benz New C-Class C 220d Avantgarde Edition C,2018,Diesel,39.47
Maruti Ritz VXi,2011,Petrol,1.5
Toyota Innova 2.5 GX (Diesel) 8 Seater BS IV,2013,Diesel,8.85
Toyota Fortuner 4x4 MT,2013,Diesel,17.9
Hyundai i10 Sportz AT,2014,Petrol,5.08
Hyundai Verna 1.6 SX,2012,Diesel,6.25
Audi Q3 2012-2015 35 TDI Quattro Premium Plus,2015,Diesel,22.75
Chevrolet Beat LS,2010,Petrol,1.46
Ford Fiesta 1.4 Duratorq ZXI,2007,Diesel,2.05
Ford Figo Diesel EXI,2014,Diesel,4.08
Maruti Celerio VXI AT,2014,Petrol,4.55
Mercedes-Benz A Class A180 CDI,2013,Diesel,14.0
Hyundai Creta 1.6 SX,2016,Petrol,10.9
Maruti Wagon R VXI BS IV,2010,Petrol,2.45
Mercedes-Benz E-Class 2009-2013 E 220 CDI Avantgarde,2013,Diesel,15.8
Ford EcoSport 1.5 Ti VCT MT Titanium BE,2017,Petrol,8.25
Renault Koleos 2.0 Diesel,2013,Diesel,8.5
Mahindra XUV500 W10 2WD,2016,Diesel,15.54
Maruti Omni E 8 Str STD,2013,Petrol,2.35
Maruti Wagon R VXI,2015,Petrol,4.32
Ford Endeavour XLT TDCi 4X2,2008,Diesel,3.9
Hyundai Verna 1.6 SX,2011,Diesel,5.2
Hyundai i20 Magna 1.2,2018,Petrol,5.85
Maruti Ertiga ZXI,2013,Petrol,6.25
Mahindra XUV500 W9 AT,2019,Diesel,17.63
Maruti SX4 S Cross DDiS 200 Zeta,2017,Diesel,9.75
Mercedes-Benz SLK-Class SLK 350,2015,Petrol,55.0
Volkswagen Polo Diesel Comfortline 1.2L,2011,Diesel,4.1
Toyota Fortuner 4x4 MT,2011,Diesel,11.99
Mahindra XUV500 W10 2WD,2017,Diesel,13.54
Mercedes-Benz GLE 250d,2016,Diesel,56.0
Honda Jazz 1.2 VX i VTEC,2016,Petrol,6.5
Maruti Swift Dzire VDI,2013,Diesel,4.75
Hyundai Verna 1.6 SX VTVT,2014,Petrol,5.6
Ford Endeavour 3.2 Titanium AT 4X4,2017,Diesel,29.2
Hyundai i20 1.2 Asta Option,2018,Petrol,6.35
Honda City 1.5 V MT Sunroof,2013,Petrol,4.95
Honda Amaze VX Diesel,2018,Diesel,8.5
Hyundai Verna 1.6 SX VTVT (O),2013,Petrol,4.5
Honda Mobilio S i DTEC,2015,Diesel,5.5
Maruti Ertiga ZDI,2013,Diesel,6.56
Maruti Alto K10 LXI,2014,Petrol,2.3
Toyota Qualis FS B2,2004,Diesel,3.5
Hyundai i10 Sportz,2016,Petrol,4.55
Skoda Laura 1.9 TDI AT Ambiente,2009,Diesel,7.75
Hyundai i20 Asta Option 1.2,2015,Petrol,5.25
BMW 5 Series 2003-2012 530d Highline,2013,Diesel,23.29
BMW 3 Series 320d M Sport,2016,Diesel,23.99
Chevrolet Aveo 1.4 LT ABS BSIV,2010,Petrol,1.79
Mercedes-Benz E-Class 2009-2013 E250 CDI Elegance,2011,Diesel,13.9
Audi A6 2011-2015 2.0 TDI Premium Plus,2013,Diesel,18.95
Maruti Wagon R LXI BS IV,2014,Petrol,2.49
Renault KWID RXT,2016,Petrol,3.15
Volkswagen Ameo 1.5 TDI Highline,2017,Diesel,6.45
Volkswagen Polo Diesel Comfortline 1.2L,2013,Diesel,4.25
Maruti Alto 800 LXI,2014,Petrol,2.75
Hyundai i20 Asta Option 1.2,2017,Petrol,7.14
Hyundai i20 1.2 Sportz,2012,Petrol,3.5
Hyundai i20 1.4 Asta,2017,Diesel,7.3
Maruti Wagon R LXI Optional,2014,Petrol,2.75
Hyundai i20 1.4 Asta Option,2017,Diesel,8.2
Volkswagen Polo GT TSI,2015,Petrol,6.51
Ford Figo Diesel Titanium,2015,Diesel,4.25
Maruti Swift ZXI,2014,Petrol,6.21
Hyundai Grand i10 CRDi Magna,2016,Diesel,4.58
Mahindra Xylo H4,2016,Diesel,7.5
Hyundai i10 Magna 1.1,2014,Petrol,4.09
Skoda Octavia Elegance 2.0 TDI AT,2014,Diesel,10.75
BMW X5 2014-2019 xDrive 30d Design Pure Experience 7 Seater,2014,Diesel,41.5
Maruti Celerio VXI AT,2014,Petrol,4.4
Volkswagen Vento Diesel Comfortline,2013,Diesel,6.25
BMW 3 Series 320d Highline,2011,Diesel,10.5
Maruti Ertiga ZDI,2014,Diesel,7.25
Ford Figo Diesel ZXI,2013,Diesel,3.2
Volkswagen Polo 1.2 MPI Highline,2014,Petrol,3.95
Audi A6 3.0 TDI quattro,2009,Diesel,12.07
Toyota Innova Crysta 2.4 ZX MT,2017,Diesel,18.6
Hyundai Verna 1.6 CRDi EX AT,2013,Diesel,5.7
Hyundai Santro Xing GL Plus,2013,Petrol,1.75
Audi A4 2.0 TDI,2011,Diesel,10.99
Audi A4 2.0 TDI,2012,Diesel,14.5
Skoda Laura 1.9 TDI MT Ambiente,2009,Diesel,3.11
Honda CR-V 2.0L 2WD AT,2015,Petrol,13.96
Hyundai Verna 1.6 SX CRDi (O),2015,Diesel,7.11
Honda Mobilio RS i DTEC,2014,Diesel,6.9
Hyundai i20 1.2 Asta Option,2018,Petrol,7.77
Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,2011,Diesel,5.5
Hyundai i20 Magna 1.2,2014,Petrol,5.35
Mahindra Bolero VLX BS IV,2011,Diesel,4.5
Volkswagen Vento 1.5 TDI Comfortline,2014,Diesel,4.75
Jaguar XF 2.2 Litre Luxury,2015,Diesel,32.8
Maruti Zen LXi - BS III,2005,Petrol,0.7
Mercedes-Benz E-Class Facelift,2018,Diesel,50.29
Toyota Fortuner 3.0 Diesel,2010,Diesel,10.99
Hyundai Grand i10 AT Asta,2015,Petrol,5.57
Hyundai Xcent 1.2 CRDi S,2018,Diesel,5.9
Hyundai Creta 1.6 VTVT S,2016,Petrol,9.43
Hyundai i10 Sportz,2010,Petrol,2.9
Honda Brio S MT,2016,Petrol,3.68
Toyota Fortuner 4x2 AT,2015,Diesel,21.67
Audi A4 2.0 TDI Multitronic,2011,Diesel,12.5
Toyota Innova Crysta 2.8 ZX AT,2018,Diesel,19.92
Honda City i DTEC VX,2014,Diesel,6.75
Honda City i DTEC VX,2015,Diesel,6.96
Renault KWID 1.0 RXT Optional,2017,Petrol,3.25
Maruti Swift DDiS ZDI Plus,2018,Diesel,8.65
Maruti Celerio VXI Optional AMT,2017,Petrol,5.0
Mahindra XUV500 W8 2WD,2011,Diesel,5.5
Hyundai i10 Magna,2010,Petrol,2.6
Hyundai i10 Magna 1.1,2014,Petrol,3.41
Maruti Dzire VXI,2011,Petrol,2.7
Maruti Grand Vitara AT,2008,Petrol,5.5
Audi TT 40 TFSI,2012,Petrol,35.0
Mercedes-Benz New C-Class C 200 CGI,2011,Petrol,9.75
Nissan Sunny 2011-2014 Diesel XV,2013,Diesel,4.25
Maruti Wagon R LXI,2015,Petrol,3.2
Maruti Swift Dzire ZDI,2014,Diesel,6.85
Honda Amaze S i-Dtech,2015,Diesel,4.5
Maruti Swift ZDI,2012,Diesel,3.55
Mahindra Scorpio LX 2.6 Turbo,2008,Diesel,3.6
Mercedes-Benz E-Class E250 CDI Avantgrade,2015,Diesel,21.8
Toyota Fortuner 4x2 Manual,2012,Diesel,13.5
Datsun redi-GO T Option,2016,Petrol,2.66
Honda City V MT,2010,Petrol,3.75
Toyota Camry Hybrid,2018,Petrol,32.0
Honda City i DTec V,2016,Diesel,8.07
Volkswagen Jetta 2012-2014 2.0L TDI Trendline,2012,Diesel,5.64
Audi A6 2011-2015 2.0 TDI,2013,Diesel,23.99
Maruti Ertiga VDI,2016,Diesel,7.5
Mercedes-Benz New C-Class C 220 CDI Style,2016,Diesel,27.0
Maruti Swift Dzire Vdi BSIV,2008,Diesel,2.85
Renault Duster 110PS Diesel RxZ Pack,2012,Diesel,6.35
Maruti Ritz VDi,2010,Diesel,3.3
Maruti Swift Dzire VXI,2013,Petrol,5.0
Maruti Swift ZDi,2014,Diesel,6.46
Hyundai EON Sportz,2017,Petrol,3.75
Maruti Zen VXI BSII,2003,Petrol,1.52
Maruti Eeco 7 Seater Standard,2012,Petrol,3.61
Audi Q5 30 TDI quattro Premium,2017,Diesel,43.74
Audi Q3 2.0 TDI,2014,Diesel,20.0
Maruti Swift Dzire VDi,2010,Diesel,3.65
Tata Sumo DX,2013,Diesel,5.25
BMW X5 2014-2019 xDrive 30d Design Pure Experience 7 Seater,2016,Diesel,58.0
Honda City i-VTEC CVT VX,2015,Petrol,8.65
Tata Indigo eCS eLX BS IV,2015,Diesel,2.5
Volkswagen Vento TSI,2014,Petrol,7.75
Maruti Celerio VXI,2015,Petrol,4.15
Toyota Fortuner 3.0 Diesel,2011,Diesel,10.85
Mitsubishi Outlander 2.4,2010,Petrol,5.53
Volkswagen Jetta 2007-2011 1.9 Highline TDI,2014,Diesel,11.5
Hyundai Creta 1.6 CRDi SX,2015,Diesel,9.25
Skoda Fabia 1.2 MPI Ambiente Petrol,2011,Petrol,2.29
Ford EcoSport 1.5 TDCi Titanium,2015,Diesel,7.0
Maruti Zen Estilo 1.1 LXI BSIII,2007,Petrol,1.65
Maruti Ciaz 1.4 Delta,2017,Petrol,8.25
Mercedes-Benz New C-Class C 200 Avantgarde Edition C,2011,Petrol,9.14
Honda Amaze SX i-VTEC,2016,Petrol,6.5
Renault Duster 85PS Diesel RxL,2015,Diesel,5.75
Volkswagen Polo Petrol Highline 1.2L,2011,Petrol,2.1
Hyundai Creta 1.6 SX Plus Diesel,2017,Diesel,13.55
Jaguar XF Diesel,2012,Diesel,20.5
Jeep Compass 2.0 Limited 4X4,2017,Diesel,20.0
Land Rover Range Rover Evoque 2.0 TD4 HSE Dynamic,2018,Diesel,59.72
Maruti Baleno Alpha Diesel,2016,Diesel,6.5
Maruti Ciaz ZDi SHVS,2016,Diesel,7.5
Maruti SX4 Vxi BSIII,2007,Petrol,2.15
Hyundai Elantra CRDi SX,2015,Diesel,8.44
Mitsubishi Pajero Sport 4X4,2013,Diesel,12.49
Volkswagen Ameo 1.2 MPI Comfortline,2017,Petrol,5.48
Maruti Ritz VXi,2013,Petrol,4.2
Hyundai Verna CRDi SX,2013,Diesel,7.2
Maruti Swift Dzire Tour LDI,2014,Diesel,4.8
Mahindra KUV 100 mFALCON D75 K6,2017,Diesel,5.83
Toyota Innova Crysta 2.4 ZX MT,2018,Diesel,18.39
Maruti Baleno Delta 1.2,2016,Petrol,5.85
Honda Jazz VX Diesel,2016,Diesel,6.21
Hyundai i20 1.2 Asta,2013,Petrol,3.65
Hyundai i20 Sportz Diesel,2012,Diesel,3.7
Mercedes-Benz New C-Class C 220d Avantgarde Edition C,2015,Diesel,30.0
Hyundai Xcent 1.2 Kappa Base,2016,Petrol,4.85
